stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
0100MRC,Movers/Rosslyn Centre,-1.210947633,36.79020882,,
0100NAM,National Oil/Muchatha,-1.193428,36.777892,,
0100NCE,Container,-1.20452258,36.77553982,,
0100NDT,Ndenderu Junction,-1.19233,36.7437,,
0100NJT,Kwa Njoki/Thimbigwa Ack,-1.183852,36.763684,,
0100NKD,Ndenderu Kwa Maduka,-1.19449,36.75061,,
0100NMT,New Muthaiga,-1.228621,36.798616,,
0100NRP,Round About Eastern Bypass,-1.155235,36.926119,,
0100NSO,Movers,-1.210058659,36.7891708,,
0100ONO,Ngomongo,-1.202822059,36.89014524,,
0100OOA,Kwa Soko,-1.149789423,36.94882929,,
0100OTN,Hilton,-1.150637001,36.94259048,,
0100OTS,Posta,-1.170669078,36.70802593,,
0100PEF,Pefa/All Nations/Muchatha,-1.197129,36.782933,,
0100PNA,Amani Plaza,-1.259625882,36.81713551,,
0100POA,Pa Mutoori,-1.202194422,36.76717132,,
0100POW,Power,-1.21731,36.778253,,
0100PSA,La Philla Carwash,-1.190634102,36.90608829,,
0100RBJ,Ruaka/Banana Junction/Tuskys Supermarket,-1.20722,36.78602,,
0100RCN,Ruaka Catholic Church Entrance,-1.20614,36.78059,,
0100REE,PCEA Ndenderu,-1.195537216,36.75203025,,
0100RES,Runda Estate Entrance,-1.21873,36.80177,,
0100RGH,Jamhuri High School,-1.272203922,36.82239532,,
0100RJI,Ruiru Road Junction,-1.152105331,36.9199419,,
0100RKH,Runda/Karura Carwash,-1.22091,36.80144,,
0100RRD,Ruaka Redeemed Gospel Church,-1.20651,36.78206,,
0100RRJ,Redhill Road Junction,-1.23398,36.80339,,
0100RRP,Rosslyn Road/Karura Community Chapel,-1.216397882,36.79927468,,
0100RUD,Runda Road,-1.215553,36.814957,,
0100RUI,Marurui/JuaKali,-1.211281747,36.87443823,,
0100RYA,Rumenye,-1.199644804,36.75815105,,
0100SAR,Car Wash,-1.217005616,36.77721083,,
0100SHT,Sacred Heart,-1.186278,36.767456,,
0100SKU,Kibutu Stage,-1.188273758,36.77131802,,
0100SLG,Slaughter/Bypass,-1.20578,36.78005,,
0100SNW,Good News/Nyari Gate 2,-1.225479841,36.79151773,,
0100S/R,Rosslyn Road/Riviera,-1.217128962,36.80043072,,
0100STI,Site,-1.178033084,36.7224589,,
0100T1I,Barrier 1/Nyari Gate 1,-1.226568818,36.79569393,,
0100TCP,Total/City Park,-1.25943,36.82673,,
0100TIG,Tigoni,-1.126686,36.671788,,
0100TOR,Metro,-1.215183198,36.85956538,,
0100TPS,Post,-1.149687499,36.94552481,,
0100TTM,Total/Muchatha,-1.193078,36.777371,,
0100UBP,Bumps,-1.206464499,36.78183764,,
0100UEA,Delta Petrol Station Ruaka/Border,-1.208792657,36.78792626,,
0100UMA,Munata,-1.220374471,36.76839173,,
0100UMT,Makutano,-1.192345351,36.74523085,,
0100VDA,Victory Gospel/Sda,-1.19432,36.7429,,
0100VEV,Velvet Lounge/Kigwaru,-1.202782,36.785553,,
0100VIN,Victory Inn,-1.181773,36.762476,,
0100VLU,6th Parklands Avenue/Regal House/Kobil,-1.257893175,36.8269524,,
0100WSI,Nyari West,-1.225469112,36.78594947,,
0100XAM,Maxx,-1.182002753,36.72858506,,
0101AGA,Aga Khan Academy,-1.26628,36.82331,,
0101AKE,Aga Khan Entrance,-1.26178,36.82224,,
0101AKH,Aga Khan Hospital Junction/3rd Parklands Ave,-1.26288,36.8249,,
0101AKN,Kwa Nyama,-1.204490429,36.78601921,,
0101ALM,Amani Plaza/Almond Court,-1.25962,36.81717,,
0101AME,Ambassadors Entrance,-1.19804,36.75538,,
0101ARA,Garage,-1.222203738,36.78044558,,
0101ARC,Car Wash,-1.204839116,36.78251624,,
0101ARR,Nish Raaj/Mulberry,-1.257580519,36.81246042,,
0101ARY,Arya Girls' Secondary School,-1.26085,36.82007,,
0101BKH,Bypass Stage Kiambu,-1.215448,36.83521,,
0101BLU,Blue Kiosk Stage,-1.154688,36.675681,,
0101CAV,Church Of Acts/Velvet Lounge,-1.203525,36.785397,,
0101CEF,Kwa Chief,-1.216447681,36.8218857,,
0101CHC,Christco Church,-1.19628,36.75294,,
0101CHF,Sub Chief,-1.219799,36.778197,,
0101CPK,City Park,-1.26057,36.82615,,
0101DGG,Ridgesways Girls,-1.215046,36.864683,,
0101DPB,Delta Petrol Station/Border,-1.20918,36.7882,,
0101ETA,Marrieta,-1.143779,36.661749,,
0101FRK,Furaha/Kag Ndenderu/Catholic,-1.1954,36.75175,,
0101GOG,Guango,-1.195673,36.780783,,
0101GRJ,Gacharage Junction,-1.20041,36.76058,,
0101GVS,Green Valley School,-1.125007,36.677194,,
0101HMO,Chamoka,-1.218749052,36.77409947,,
0101HUS,SDA Church,-1.220481759,36.76972747,,
0101HWO,Mwisho Road,-1.222670442,36.78127706,,
0101IAI,Gwaiti,-1.18060112,36.7263186,,
0101IGA,Kahigo,-1.203356981,36.77130997,,
0101ION,Junction To Limuru Town,-1.133245,36.643564,,
0101IRR,River,-1.221822864,36.77986622,,
0101JAK,Jakai,-1.219745,36.772222,,
0101JHS,Jamhuri High School,-1.27335,36.82297,,
0101JLI,Jua Kali,-1.211161,36.874486,,
0101KAT,Kwa Njoki/Ack Thimbigwa,-1.183893,36.763636,,
0101KCK,Kenchic,-1.132763,36.697946,,
0101KHR,Kahawa Railways Roundabout,-1.185664,36.906667,,
0101KKB,Kamukabi,-1.222324,36.780623,,
0101KME,Kimera Medical Centre,-1.146608,36.716753,,
0101KOB,Kobil/Banana,-1.17466,36.759053,,
0101KTO,Kwa Moturi/Gachiraini,-1.20202,36.7662,,
0101LIK,Likoni,-1.178733,36.760654,,
0101LMA,Mlanda,-1.219961411,36.76738858,,
0101LMC,Limuru Catering,-1.124567,36.679518,,
0101LSC,Life Sanctuary Church/Muchatha Shopping Centre,-1.19145,36.775071,,
0101MCC,Muchatha Shopping Centre,-1.192055,36.775879,,
0101MCY,Mothers Mercys,-1.180059,36.725487,,
0101MDS,Muchatha Dispensary/Kwa Shule/Yamongo Drive,-1.189723,36.773257,,
0101MIC,Mary Immaculate Catholic Church/Muchatha Shopping Centre,-1.190698,36.774211,,
0101MIM,Mimosa,-1.212005,36.804767,,
0101M.K,K.M.,-1.16617772,36.91985339,,
0101MKB,Mkulima Supermarket/Banana,-1.175287,36.759291,,
0101MOM,Mombasa,-1.177906,36.760269,,
0101MRB,Maramba Tea Factory,-1.134492,36.703458,,
0101MTH,Muthaiga Junction,-1.228633,36.798518,,
0101MUC,Redeemed/Pefa Muchatha,-1.197213,36.782874,,
0101NDJ,Ndenderu Junction/Makutano,-1.192266,36.743758,,
0101N'G,Kwa Ng'ang'a,-1.217756635,36.77814424,,
0101NGG,Nyari Gate 3,-1.225371,36.785596,,
0101NJK,Kwa Njoki Kamili,-1.184899,36.764492,,
0101NRE,Nish Raaj Estate,-1.25862,36.81484,,
0101NRP,Roundabout Eastern Bypass,-1.155165,36.926129,,
0101NTO,Kwa Kanisa ACK/National Oil,-1.193291,36.777536,,
0101NYG,Nyari Gate 2,-1.225544,36.791386,,
0101NYP,Nyari Police,-1.225594,36.787764,,
0101NYR,Nyari/Barrier 1,-1.226487,36.795583,,
0101OOO,Githogoro,-1.216517419,36.82500243,,
0101OTA,National Oil,-1.193820602,36.74957335,,
0101PMR,Pm Flats/ Runda View,-1.20429,36.77439,,
0101PMV,Pm Flats/ Runda View 2,-1.20369,36.77218,,
0101POW,Power,-1.217477,36.778214,,
0101RCC,Ruaka Catholic Church,-1.2062,36.78055,,
0101RCK,Ruaka ACK Church,-1.20676,36.78382,,
0101RDC,Ruaka DC,-1.2065,36.78171,,
0101RED,Red Hill/Posta,-1.17081,36.708554,,
0101REE,Runda Estate Entrance,-1.2186,36.80168,,
0101REN,Redeemed Ndenderu,-1.19238,36.74504,,
0101RIE,Limuru Diaries,-1.125841,36.642507,,
0101RIH,Commissioner of Higher Education,-1.227861643,36.79806501,,
0101RJI,Ruiru Road Junction,-1.152135,36.91984,,
0101RKJ,Ruaka Junction,-1.207095981,36.78598166,,
0101RMY,Rumenye,-1.19961,36.75794,,
0101ROK,Rosslyn Road/Karura Community Chapel,-1.216499805,36.79930687,,
0101ROR,Rosslyn Road/Riviera,-1.217250824,36.80042267,,
0101RSH,Roslyn Heights,-1.223669,36.782832,,
0101RUA,Marurui,-1.210805833,36.8751812,,
0101RUD,Runda Road,-1.215523,36.815038,,
0101SDA,SDA Church,-1.223143,36.781961,,
0101SHR,Shakers/Rosslyn Gate,-1.21115,36.79024,,
0101SHT,Sacred Heart,-1.186283,36.767421,,
0101SLT,Slaughter,-1.20523,36.77754,,
0101STP,Stima Plaza,-1.27043,36.82048,,
0101TIG,Tigoni,-1.126739,36.671944,,
0101VRY,Victory,-1.181719,36.762391,,
0101WBR,Wambugu Road,-1.26799,36.82127,,
0101WIA,Kwa Kuria,-1.218400365,36.774652,,
0101WID,Windsor Advice,-1.215566,36.850327,,
0101YSA,Nyari West,-1.224193937,36.78374469,,
0101ZAK,Zakawa,-1.179181,36.760914,,
0102KHJ,Koja,-1.281428,36.822532,0,0002KOJ
0103MSQ,Kwa Mosque/Highridge Mwisho,-1.25687,36.81077,,
0110AAN,Oilibya/2nd Parklands Avenue,-1.264200211,36.8246913,,
0110ACG,Gachie,-1.181385845,36.7275551,,
0110AEA,Shell Banana,-1.175848246,36.75952971,,
0110AGK,Aga Khan Academy,-1.266404986,36.82319462,,
0110AIG,Gacharaini,-1.201715469,36.76474392,,
0110AOA,Mwambao,-1.256713003,36.82633013,,
0110AOH,Mama Shop,-1.1517528,36.93119645,,
0110APS,Aga Khan Hospital Stage,-1.26198,36.8227,,
0110APT,Aga Khan Hospital Stage 2,-1.26277,36.82467,,
0110ASP,Stima Plaza,-1.270036697,36.82055533,,
0110AST,Ambassadors Stage,-1.19864,36.75634,,
0110AUK,Karura,-1.24724865,36.81577563,,
0110BAA,Banana Terminus,-1.174235,36.758765,,
0110BDO,Boda,-1.210380524,36.78958386,,
0110BLV,6th Parklands Avenue/Regal House/Kobil,-1.257905424,36.82689607,,
0110BNI,Kobil banana,-1.174563825,36.75899327,,
0110BUK,Kabuku Junction Stage,-1.150767,36.668272,,
0110CEJ,Gacharage Junction,-1.20033,36.76062,,
0110COH,Gacharage Junction - Gachiraini Stage,-1.200470924,36.76059455,,
0110CUT,Karura Community Chapel,-1.215755707,36.79781556,,
0110DAS,Ridgeways Girls,-1.214993119,36.86438799,,
0110FRM,Muguku Farm,-1.17646,36.718384,,
0110FSA,Karura Forest/Belgian Embassy,-1.248370528,36.81659102,,
0110GAC,Gacharage,-1.192978352,36.74807936,,
0110GTH,Gathanga Stage/Kiambea,-1.198999,36.78444,,
0110HHH,JamhurI High,-1.272161007,36.82225585,,
0110HUN,5th parklands avenue,-1.260938644,36.82585001,,
0110IDR,City park drive,-1.257162094,36.82656348,,
0110ILU,Limuru Terminus,-1.108075708,36.64339274,,
0110IRT,Ngara,-1.274190277,36.82365865,0,0003NGR
0110ISR,Ruiru Prisons,-1.151870817,36.92952543,,
0110KAU,Kianjogu Stage,-1.180979,36.727015,,
0110KGQ,Highridge/Kwa Mosque/Mwisho,-1.256852478,36.81073576,,
0110KKB,Garage,-1.222414,36.780964,,
0110KRS,Karura Stage,-1.19437,36.73198,,
0110KSL,Nish Raaj Estate/Kusi Lane,-1.25864,36.81485,,
0110LAR,Rosslyn Riviera,-1.215369433,36.79668099,,
0110LCM,Decimal,-1.203015178,36.76999301,,
0110LHL,Full Gospel Church,-1.151017874,36.93746209,,
0110LIG,Kobil Gigiri,-1.239215791,36.81125343,,
0110LJA,Joyland,-1.204860538,36.77656978,,
0110MKT,Makutano,-1.159421,36.74364,,
0110MTS,Muthaiga Shopping Centre,-1.250537038,36.81984186,,
0110MYA,City Park Market,-1.261573166,36.8257615,,
0110NGP,Ndenderu Redeemed Gospel,-1.19222,36.74442,,
0110NKT,Nakumatt Stage,-1.26018,36.81855,,
0110NSG,Ndenderu Stage,-1.1926,36.74685,,
0110OLB,Blue Kiosk,-1.154766083,36.67294264,,
0110OVL,3rd Parklands Avenue/Aga Kan Hospital Junction,-1.2632415,36.82506412,,
0110PBS,Bypass,-1.204483509,36.78551495,,
0110PMA,Stima Plaza,-1.269993782,36.82060361,,
0110PMT,Pm Flats,-1.20375,36.77257,,
0110/PU,UNEP/KTTC,-1.238447195,36.81041658,,
0110R/B,Belgian Embassy/Karura,-1.246905327,36.81568444,,
0110REU,Rwenu,-1.194505692,36.73557758,,
0110REV,Two Rivers,-1.212894917,36.79242432,,
0110RID,Windsor Advice,-1.215743423,36.84993625,,
0110RIS,Two Rivers,-1.211571425,36.79079086,,
0110RNO,Rossyln,-1.233918071,36.80209637,,
0110ROA,Wambugu Road,-1.268078685,36.82123929,,
0110ROS,Rosslyn Total,-1.210405827,36.78973138,,
0110RRS,Two Rivers,-1.214472055,36.79485977,,
0110RTC,Ruaka Quickmart,-1.206689805,36.78235799,,
0110RTU,Kobil/Regal house/6th Parklands ave,-1.258020401,36.82704628,,
0110SAI,Stima Plaza,-1.272611618,36.82100058,,
0110SIH,Gasolina/Gichagi Mwisho,-1.219559079,36.76671803,,
0110SOI,Mimosa,-1.212091684,36.8047142,,
0110SPU,St. Paul's University Limuru,-1.147694,36.665794,,
0110SRT,Marurui Police Post,-1.214639872,36.86785609,,
0110SSA,Canadian embassy,-1.241283417,36.81334019,,
0110TAA,Stima Plaza,-1.269752383,36.82057947,,
0110TOH,Githogoro,-1.216533512,36.82539135,,
0110TPA,3rd Parklands Avenue/Aga Kan Hospital Junction,-1.263229251,36.82507753,,
0110TUQ,Equity,-1.205160946,36.77773386,,
0110TVM,Traveller's View Muchatha,-1.188491,36.771639,,
0110UMI,Mulima,-1.220399737,36.76975965,,
0110UMK,Mkulima supermarket,-1.175078809,36.75925076,,
0110UNA,UNEP/KTTC,-1.238032579,36.80994987,,
0110VKS,2nd Parklands Avenue,-1.264834642,36.82441235,,
0110VMT,Village Market,-1.23006,36.80399,,
0110WAM,Kwa Jeki,-1.194574,36.779445,,
0110WOJ,Maziwa Junction,-1.193992227,36.90453798,,
0110WRS,Two Rivers,-1.208241641,36.79728448,,
0110YIL,OiLibya/2nd Parklands Avenue,-1.26424849,36.82468057,,
0110YSP,City Park/5th Parklands Avenue,-1.261085039,36.82602704,,
01114IA,44 Githurai,-1.19544062,36.90279722,,
0111A26,Lane 26,-1.202558398,36.76809669,,
0111AAR,Ruaka,-1.207579493,36.78627133,,
0111ACP,Agha khan hospital junction/ 3rd parklands ave,-1.261894941,36.82537794,,
0111AES,Rosslyn Valley,-1.223200679,36.80257916,,
0111AIT,Muthaiga Mini Market,-1.250233166,36.82078838,,
0111AKA,Kwa Nyaga,-1.168398589,36.69651657,,
0111AKS,Aga Khan Hospital Stage,-1.26237,36.82369,,
0111ALA,Sahala,-1.20683468,36.79277837,,
0111AMB,Ambassadors Stage,-1.19859,36.75619,,
0111AMK,Kwa Mbao,-1.170485347,36.70516402,,
0111ARD,Kwa Daktari,-1.184670389,36.73256814,,
0111ATA,Total City Park,-1.259304017,36.82673782,,
0111AWM,Maziwa,-1.193209022,36.90509319,,
0111AXM,Maxx,-1.181895465,36.72843486,,
0111AYS,Gitambaya Police Post,-1.149767965,36.94896609,,
0111BAA,Banana Terminus,-1.174015,36.75884,,
0111BAG,ACK Thibigwa,-1.181042522,36.76208586,,
0111BEK,Belgian Embassy/Karura,-1.24701,36.8156,,
0111BPY,Bypass,-1.205770969,36.77934051,,
0111BUK,Kabuku Stage,-1.154742,36.674973,,
0111CEP,PCEA,-1.189026296,36.7375356,,
0111CNT,Container,-1.197221607,36.89955175,,
0111CRA,Car Wash,-1.21710754,36.77706063,,
0111EDH,The Dam,-1.170045465,36.70123726,,
0111EED,Ndenderu,-1.192216605,36.74356252,,
0111ENP,Dispenser,-1.190345943,36.73904836,,
0111EYE,Membley,-1.156393021,36.92510515,,
0111FRM,Muguku Farm/GD,-1.176554,36.718575,,
0111GIE,Sovereign,-1.16958949,36.70015901,,
0111GIM,Muthaiga Mini Market,-1.2501508,36.82074845,,
0111HDE,Shade,-1.193895668,36.74959213,,
0111HRT,Mothero,-1.166445136,36.69361711,,
0111IAC,Pa Machiri,-1.172893971,36.71205729,,
0111ICT,Quickmart,-1.206678271,36.78331017,,
0111IGA,Gacharaini,-1.201393604,36.76348329,,
0111IGK,Kobil Gigiri,-1.23922956,36.81144118,,
0111IME,Milele,-1.201035708,36.76265985,,
0111ISE,Site,-1.178182483,36.72254205,,
0111JEK,Kwa Njoki,-1.194099,36.778615,,
0111JM,JM,-1.188322037,36.90638065,,
0111KAN,Aga Khan,-1.262254447,36.82536989,,
0111KAU,Kianjogu Stage,-1.181209,36.727208,,
0111KEA,Kiambea,-1.198614,36.784122,,
0111KIV,Kibutu Stage/Bread of Life,-1.188314,36.771234,,
0111KNA,Kona,-1.220945,36.778584,,
0111KNE,Aga Khan Entrance,-1.261342496,36.82584196,,
0111KOG,Kobil Gigiri,-1.239407301,36.81168795,,
0111KRU,Karura/Runda,-1.22082,36.80136,,
0111LIS,Emsoil,-1.195987791,36.75258547,,
0111LON,Joyland,-1.204928756,36.77661002,,
0111LSO,Chantilly School,-1.180808008,36.76191151,,
0111MAO,Mwambao,-1.256381929,36.82609141,,
0111MCM,Mirai Court/Mifereji,-1.20322,36.77046,,
0111MIF,Mfereji,-1.203888774,36.77303195,,
0111MKT,Makutano,-1.159354,36.743484,,
0111MME,Muthaiga Mini Market,-1.250145435,36.820786,,
0111MRE,Muthaiga Mini Market,-1.25019908,36.82072967,,
0111NDS,Ndenderu Stage/Shell,-1.19303,36.74802,,
0111NKM,Nakumatt/Post Office,-1.26012,36.81825,,
0111NMO,Ngomongo,-1.200252503,36.89471304,,
0111NOI,Kia Njogu,-1.183815926,36.73128337,,
0111NTA,Muthaiga Mini Market,-1.250145435,36.82079136,,
0111.OJ,O.J.,-1.153206557,36.92035228,,
0111OJC,Jowac,-1.193359226,36.74874991,,
0111OLB,OiLibya/2nd Parklands Avenue,-1.26469,36.82432,,
0111OLS,Total Rosslyn,-1.21055907,36.78952754,,
0111RAU,Quarry,-1.207043856,36.88213885,,
0111RHK,6th Parklands Avenue/Regal House/Kobil,-1.25777,36.82691,,
0111RHR,Redhill Road/Polish Embassy,-1.234529614,36.80346429,,
0111RNE,Rwenu,-1.193967312,36.74329042,,
0111RNI,Container,-1.204575419,36.77539229,,
0111ROT,Two Rivers,-1.214563251,36.79482222,,
0111RPS,Ruiru Prisons,-1.151827,36.929292,,
0111RRY,Fairy Flowers,-1.164890259,36.69146866,,
0111RST,Ruaka Stage/Tuskys,-1.207146,36.785877,,
0111SAR,Carwash,-1.20097053,36.78517699,,
0111SNH,Shell Banana,-1.175822139,36.75949216,,
0111SPS,Stima Plaza Stage,-1.2696,36.8204,,
0111SPU,St. Paul's University Limuru,-1.148257,36.666204,,
0111TNN,Aga Khan Entrance,-1.26143825,36.82573199,,
0111TOE,Two Rivers,-1.214559316,36.79499388,,
0111TRI,Little Servant,-1.186605424,36.76822275,,
0111TRV,Two Rivers,-1.214520335,36.79460764,,
0111TUN,UNEP/Gigiri/KTTC,-1.238681674,36.81054533,,
0111TVI,Kwa Viti,-1.186836094,36.73504382,,
0111.UK,K.U.,-1.174814433,36.9143039,,
0111UKG,Kwa Njogu,-1.192592114,36.74655586,,
0111USA,Kwa Sukuma,-1.178994834,36.72388852,,
0111VMA,Village Market,-1.22876,36.80443,,
0111VWS,Two Rivers,-1.208490729,36.79807305,,
0111WNA,Kwa Kiwanja,-1.170839399,36.91703171,,
0111WRB,Kwa Bendera,-1.16908443,36.69846654,,
0111YSB,Bypass,-1.204768538,36.7854774,,
0112LKT,Koja,-1.28127,36.822572,0,0002KOJ
0112POL,Junction/Poland Embassy,-1.234835,36.803782,,
0113BAA,Banana Terminus,-1.17383,36.758605,,
0113GCH,Gasolina/Gichagi Mwisho,-1.219641,36.766688,,
0113KAR,Karura Mwisho,-1.19435,36.73204,,
0113LMD,Limuru Terminus,-1.108043,36.643534,,
0113RST,Ruaka Stage,-1.20717,36.78571,,
02002IE,Riverside 2,-1.249605149,36.87796533,,
0200AAK,Kwa Wachina,-1.222993612,36.90709734,,
0200ACM,Mwisho wa Chuma,-1.163516968,36.95318073,,
0200AKN,Guru Nanak,-1.270181537,36.83269501,,
0200AKO,Mpaka road,-1.264947295,36.80466485,,
0200APZ,Stima Plaza,-1.269631863,36.82072163,,
0200AVS,Naivas,-1.247291565,36.87247753,,
0200BBC,Baba Dogo Catho,-1.244169474,36.88507318,,
0200BDJ,Baba Dogo Junction/Dawa,-1.247259378,36.87438726,,
0200BER,Redeemed Ndumberi,-1.152985096,36.80867314,,
0200BLN,Balkan Sec School,-1.21242,36.83392,,
0200BUL,Bull and Bush,-1.217508,36.897464,,
0200BWD,Kasarini/Paradise Lost,-1.205964088,36.83213711,,
0200CRN,Stima,-1.224013,36.908204,,
0200DAU,Mwandus,-1.161258459,36.82121515,,
0200DBR,Nduberi Factory,-1.140917,36.805701,,
0200DEC,Deliverance Church,-1.241361,36.894047,,
0200DMD,Diamond Flats,-1.20399,36.83301,,
0200DRU,Muslim Road,-1.27554059,36.83127344,,
0200EAC,Cinema,-1.252898902,36.89722359,,
0200EBR,Roundabout,-1.15516305,36.92666352,,
0200EEE,Redeemed Ngemwa,-1.117368221,36.8161726,,
0200EIE,Ridgeviews,-1.223405331,36.83767051,,
0200EII,Regional Centre/ICIPE,-1.220014929,36.8940146,,
0200ELH,Shell,-1.267559766,36.83087111,,
0200EMF,KEMREF,-1.241982311,36.8932566,,
0200EUT,Equity,-1.258005023,36.87877536,,
0200FHA,Faith Home Academy,-1.25305,36.878651,,
0200FRS,St. Francis,-1.226196,36.916057,,
0200GEG,Garage/Riverside,-1.249093333,36.87805167,,
0200GIT,Githurai,-1.20447278,36.91680372,,
0200GNA,Ngemwa,-1.12226057,36.81771755,,
0200GNK,Guru Nanak,-1.269521713,36.83210492,,
0200GPS,Ngemwa Police Post,-1.121695,36.818793,,
0200GRG,Garage,-1.231264,36.924453,,
0200GTO,Githogoro/Kigwa,-1.21866,36.83586,,
0200HHR,Shirika House,-1.273122668,36.81620908,,
0200HML,Garden City/Homeland Inn,-1.230479479,36.87905431,,
0200HTN,Hill stone,-1.252511144,36.880036,,
0200HUN,Hunters,-1.227583,36.917981,,
0200IMI,Kamutiini,-1.23051703,36.92298889,,
0200IRR,Riverside,-1.248269409,36.87665105,,
0200JIN,Ikinu,-1.100941,36.797296,,
0200KAI,Kwa Kairu,-1.143339,36.966445,,
0200KAW,Kwa Maua,-1.121935844,37.00715661,,
0200KBM,Kariobangi Market Stage,-1.255259,36.878742,,
0200KCI,Kariobangi Junction,-1.252570152,36.87895238,,
0200KEI,KIE/Pioneer,-1.272531152,36.82724476,,
0200KEN,Kenafric,-1.246680021,36.88435972,,
0200KEP,Kenya Power,-1.242946386,36.89085066,,
0200KJN,Kirigiti/Ruui,-1.17895,36.83748,,
0200KS2,KIST,-1.1835,36.83854,,
0200KTJ,Junction,-1.152403,36.919994,,
0200KUF,KU Fly Over,-1.180681,36.939082,,
0200KWH,Bypass/Kwaheri Flyover,-1.215137243,36.83501244,,
0200LOK,Kobil/K1,-1.267608046,36.81204629,,
