shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
10106110,-1.27261698246,36.8210113049,160
10106110,-1.272936165,36.820794045,161
10106110,-1.273308992,36.82051778,162
10106110,-1.273705959,36.82017446,163
10106110,-1.273947358,36.81997061,164
10106110,-1.274188757,36.81980968,165
10106110,-1.274349689,36.81970775,166
10106110,-1.273963451,36.81904793,167
10106110,-1.275041699,36.81825399,168
10106110,-1.275444031,36.81868315,169
10106110,-1.275749803,36.81896746,170
10106110,-1.27595365,36.81918204,171
10106110,-1.276162863,36.81940198,172
10106110,-1.276420355,36.81964874,173
10106110,-1.276651025,36.81989014,174
10106110,-1.276919246,36.82024956,175
10106110,-1.277182102,36.82064116,176
10106110,-1.27733767,36.82091475,177
10106110,-1.277461052,36.82115614,178
10106110,-1.277707815,36.82168722,179
10106110,-1.278024316,36.82189107,180
10106110,-1.278351545,36.82210028,181
10106110,-1.278630495,36.82212174,182
10106110,-1.278823614,36.82204664,183
10106110,-1.279113293,36.82185352,184
10106110,-1.27936542,36.82167649,185
10106110,-1.279504895,36.82146728,186
10106110,-1.279628277,36.82139754,187
10106110,-1.279832125,36.82139218,188
10106110,-1.280084252,36.82149947,189
10106110,-1.280266643,36.82157993,190
10106110,-1.280357838,36.82167113,191
10106110,-1.28047049,36.82176769,192
10106110,-1.280545592,36.82182133,193
10106110,-1.280695796,36.82198226,194
10106110,-1.280770898,36.82210028,195
10106110,-1.280899644,36.82223439,196
10106110,-1.280958653,36.8223685,197
10106110,-1.281012297,36.82248652,198
10106110,-1.281082034,36.82258308,199
10106110,-1.281173229,36.822685,200
10106110,-1.281237602,36.82271183,201
10106110,-1.28139317036,36.8225723505,202
10106111,-1.28141999245,36.8224972486,1
10106111,-1.281392,36.822384,2
10106111,-1.281093,36.822308,3
10106111,-1.280954,36.822201,4
10106111,-1.280369,36.821541,5
10106111,-1.280192,36.821381,6
10106111,-1.27993,36.821255,7
10106111,-1.279516,36.821159,8
10106111,-1.27801,36.821224,9
10106111,-1.277696,36.821304,10
10106111,-1.277454,36.821423,11
10106111,-1.277327,36.821545,12
10106111,-1.276722,36.822529,13
10106111,-1.276513,36.822735,14
10106111,-1.27584636211,36.8230122328,15
10106111,-1.275368,36.823215,16
10106111,-1.275368,36.823215,17
10106111,-1.274368,36.823322,18
10106111,-1.27413511276,36.8232750893,19
10106111,-1.27384543419,36.8232214451,20
10106111,-1.27334117889,36.8229961395,21
10106111,-1.2728145,36.822689,22
10106111,-1.271641,36.821972,23
10106111,-1.270562,36.820671,24
10106111,-1.27040147781,36.8205338717,25
10106111,-1.270312,36.820465,26
10106111,-1.26993477345,36.8203943968,27
10106111,-1.26959681511,36.8204212189,28
10106111,-1.269112,36.820427,29
10106111,-1.268756,36.820534,30
10106111,-1.268265,36.820934,31
10106111,-1.26800894737,36.8212902546,32
10106111,-1.267112,36.822647,33
10106111,-1.266678,36.823067,34
10106111,-1.26627087593,36.8233448267,35
10106111,-1.265142,36.824142,36
10106111,-1.26467764378,36.8243265152,37
10106111,-1.2635445775,36.8248404368,38
10106111,-1.261947155,36.8255388737,39
10106111,-1.26060068607,36.826171875,40
10106111,-1.25930249691,36.8267405033,41
10106111,-1.25844955444,36.8271481991,42
10106111,-1.258125,36.827118,43
10106111,-1.2577521801,36.8269068003,44
10106111,-1.256637,36.826275,45
10106111,-1.255678,36.825836,46
10106111,-1.25514,36.824978,47
10106111,-1.254792,36.823769,48
10106111,-1.254578,36.823364,49
10106111,-1.253137,36.821369,50
10106111,-1.252546,36.820366,51
10106111,-1.25213,36.819859,52
10106111,-1.252052,36.819401,53
10106111,-1.252111,36.818111,54
10106111,-1.252021,36.817787,55
10106111,-1.251853,36.817677,56
10106111,-1.25165,36.817657,57
10106111,-1.251459,36.817795,58
10106111,-1.250553,36.819576,59
10106111,-1.25025272369,36.8207806349,60
10106111,-1.250178,36.82103,61
10106111,-1.249963,36.82122,62
10106111,-1.24971,36.821178,63
10106111,-1.249537,36.820942,64
10106111,-1.249244,36.820068,65
10106111,-1.248972,36.818714,66
10106111,-1.248674,36.817688,67
10106111,-1.248566,36.817036,68
10106111,-1.248473,36.81675,69
10106111,-1.248302,36.816509,70
10106111,-1.248016,36.816242,71
10106111,-1.247561,36.815952,72
10106111,-1.24693214893,36.8156790733,73
10106111,-1.24518871307,36.8150728941,74
10106111,-1.2446898222,36.8147778511,75
10106111,-1.24429285526,36.8144506216,76
10106111,-1.243825,36.814056,77
10106111,-1.243693,36.813995,78
10106111,-1.241228,36.813534,79
10106111,-1.24091,36.8134,80
10106111,-1.240624,36.81321,81
10106111,-1.239809,36.812305,82
10106111,-1.23937904835,36.8116986752,83
10106111,-1.23853683472,36.8106257915,84
10106111,-1.237996,36.809872,85
10106111,-1.237727,36.809437,86
10106111,-1.235138,36.804386,87
10106111,-1.234813,36.803909,88
10106111,-1.234461,36.80365,89
10106111,-1.23413801193,36.8034589291,90
10106111,-1.233276,36.803177,91
10106111,-1.232821,36.803101,92
10106111,-1.232281,36.80315,93
10106111,-1.22880041599,36.8044942617,94
10106111,-1.2274646759,36.8050038815,95
10106111,-1.22721791267,36.8050467968,96
10106111,-1.22692286968,36.8050897121,97
10106111,-1.226551,36.805061,98
10106111,-1.22453,36.804359,99
10106111,-1.224088,36.804077,100
10106111,-1.223886,36.803879,101
10106111,-1.223314,36.80283,102
10106111,-1.22314095497,36.8025684357,103
10106111,-1.222731,36.80196,104
10106111,-1.22235774994,36.8016725779,105
10106111,-1.221945,36.801506,106
10106111,-1.22178375721,36.8014472723,107
10106111,-1.221495,36.801418,108
10106111,-1.22079133987,36.8014580011,109
10106111,-1.219837,36.801765,110
10106111,-1.219152,36.801842,111
10106111,-1.218589,36.801762,112
10106111,-1.21795,36.801418,113
10106111,-1.21748,36.800919,114
10106111,-1.21715426445,36.8004494905,115
10106111,-1.21646225452,36.7993229628,116
10106111,-1.21589,36.798466,117
10106111,-1.215781,36.798241,118
10106111,-1.215298,36.796627,119
10106111,-1.21454179287,36.7950099707,120
10106111,-1.214238,36.794483,121
10106111,-1.213387,36.793091,122
10106111,-1.21275544167,36.7921882868,123
10106111,-1.212546,36.791901,124
10106111,-1.212167,36.79147,125
10106111,-1.21110320091,36.7902946472,126
10106111,-1.21048629284,36.7896133661,127
10106111,-1.20912373066,36.7882293463,128
10106111,-1.20796501637,36.7870599031,129
10106111,-1.20748758316,36.7863625288,130
10106111,-1.20723545551,36.7860031128,131
10106111,-1.20707452297,36.7860084772,132
10106111,-1.20688676834,36.7859387398,133
10106111,-1.206131,36.785637,134
10106111,-1.205244,36.785503,135
10106111,-1.20477318764,36.7855042219,136
10106111,-1.20349109173,36.7854988575,137
10106111,-1.202099,36.7855,138
10106111,-1.20093,36.785175,139
10106111,-1.199055,36.784439,140
10106111,-1.198593,36.784218,141
10106111,-1.198131,36.783997,142
10106111,-1.197692,36.783623,143
10106111,-1.19716,36.782936,144
10106111,-1.195653,36.780815,145
10106111,-1.19407653809,36.7786324024,146
10106111,-1.1932772398,36.7775541544,147
10106111,-1.192024,36.775864,148
10106111,-1.19143188,36.7750757933,149
10106111,-1.19063794613,36.7742550373,150
10106111,-1.190043,36.773678,151
10106111,-1.18969917297,36.77326262,152
10106111,-1.189176,36.772655,153
10106111,-1.18829369545,36.7712455988,154
10106111,-1.18747293949,36.7699474096,155
10106111,-1.186737,36.768581,156
10106111,-1.18661999702,36.7681932449,157
10106111,-1.18624448776,36.7673885822,158
10106111,-1.185434,36.765377,159
10106111,-1.185179,36.764935,160
10106111,-1.184837,36.764484,161
10106111,-1.184161,36.763878,162
10106111,-1.18385195732,36.7636549473,163
10106111,-1.18169546127,36.7624211311,164
10106111,-1.18100881577,36.7620456219,165
10106111,-1.1791741848,36.7609512806,166
10106111,-1.17873430252,36.7606830597,167
10106111,-1.178175,36.760429,168
10106111,-1.17785453796,36.7602753639,169
10106111,-1.17580533028,36.7595136166,170
10106111,-1.1755746603,36.7594277859,171
10106111,-1.17523670197,36.7592990398,172
10106111,-1.1746519804,36.7590630054,173
10106111,-1.17369174957,36.7586660385,174
10107110,-1.19436621666,36.7319834232,1
10107110,-1.19449496269,36.7355722189,2
10107110,-1.194568,36.740284,3
10107110,-1.194633,36.741043,4
10107110,-1.194622,36.742146,5
10107110,-1.194438,36.742702,6
10107110,-1.1943179369,36.7429214716,7
10107110,-1.19386,36.743343,8
10107110,-1.193634,36.743488,9
10107110,-1.193146,36.743649,10
10107110,-1.19232237339,36.743747592,11
10107110,-1.192179,36.743786,12
10107110,-1.192179,36.743786,13
10107110,-1.19224727154,36.7444074154,14
10107110,-1.192354,36.745323,15
10107110,-1.192595,36.746861,16
10107110,-1.192732,36.74736,17
10107110,-1.193173,36.748489,18
10107110,-1.193496,36.749107,19
10107110,-1.19448423386,36.7506033182,20
10107110,-1.19551956654,36.7520517111,21
10107110,-1.1962813139,36.7530441284,22
10107110,-1.1979496479,36.755361557,23
10107110,-1.19864165783,36.7563271523,24
10107110,-1.199015,36.756916,25
10107110,-1.19961798191,36.7581510544,26
10107110,-1.199664,36.758259,27
10107110,-1.20036363602,36.7606025934,28
10107110,-1.20155453682,36.7647331953,29
10107110,-1.20216608047,36.7669272423,30
10107110,-1.20267033577,36.7687296867,31
10107110,-1.20309412479,36.7702370882,32
10107110,-1.20375931263,36.7725920677,33
10107110,-1.20469808578,36.7759609222,34
10107110,-1.20484828949,36.7765510082,35
10107110,-1.20533645153,36.7780691385,36
10107110,-1.20537400246,36.7793029547,37
10107110,-1.20543301105,36.7797535658,38
10107110,-1.20555639267,36.7799413204,39
10107110,-1.20570123196,36.7799788713,40
10107110,-1.20581924915,36.7799627781,41
10107110,-1.2059533596,36.7800378799,42
10107110,-1.20604991913,36.7801719904,43
10107110,-1.20614647865,36.7805957794,44
10107110,-1.206524,36.78207,45
10107110,-1.20665073395,36.7828327417,46
10107110,-1.20669364929,36.7834067345,47
10107110,-1.2067848444,36.7846351862,48
10107110,-1.206843853,36.7850965261,49
10107110,-1.20699942112,36.7855685949,50
10107110,-1.20721936226,36.7860138416,51
10107110,-1.207584,36.786648,52
10107110,-1.20875895023,36.7878860235,53
10107110,-1.21002495289,36.7891788483,54
10107110,-1.21096909046,36.7901659012,55
10107110,-1.212167,36.79147,56
10107110,-1.21291100979,36.7924565077,57
10107110,-1.213387,36.793091,58
10107110,-1.214238,36.794483,59
10107110,-1.215298,36.796627,60
10107110,-1.21544837952,36.7970538139,61
10107110,-1.21563076973,36.7978209257,62
10107110,-1.215781,36.798241,63
10107110,-1.21589,36.798466,64
10107110,-1.21638715267,36.799274683,65
10107110,-1.21748,36.800919,66
10107110,-1.217776,36.801266,67
10107110,-1.218127,36.801529,68
10107110,-1.218589,36.801762,69
10107110,-1.2187474966,36.8018066883,70
10107110,-1.219152,36.801842,71
10107110,-1.219837,36.801765,72
10107110,-1.22073,36.801464,73
10107110,-1.22094154358,36.8014365435,74
10107110,-1.22123658657,36.8013775349,75
10107110,-1.22151553631,36.8013775349,76
10107110,-1.22174084187,36.8013882637,77
10107110,-1.221960783,36.8014472723,78
10107110,-1.22237384319,36.8016403913,79
10107110,-1.222731,36.80196,80
10107110,-1.223314,36.80283,81
10107110,-1.223886,36.803879,82
10107110,-1.224088,36.804077,83
10107110,-1.22453,36.804359,84
10107110,-1.226551,36.805061,85
10107110,-1.227154,36.805038,86
10107110,-1.22767925262,36.8049126863,87
10107110,-1.23004496098,36.8039900064,88
10107110,-1.23229801655,36.8031853437,89
10107110,-1.232821,36.803101,90
10107110,-1.233276,36.803177,91
10107110,-1.23396635056,36.8034160137,92
10107110,-1.23440623283,36.8036091328,93
10107110,-1.234813,36.803909,94
10107110,-1.235138,36.804386,95
10107110,-1.237727,36.809437,96
10107110,-1.23783946037,36.8096011877,97
10107110,-1.23804330826,36.8099337816,98
10107110,-1.238417,36.810501,99
10107110,-1.239809,36.812305,100
10107110,-1.240624,36.81321,101
10107110,-1.24091,36.8134,102
10107110,-1.241228,36.813534,103
10107110,-1.243693,36.813995,104
10107110,-1.243825,36.814056,105
10107110,-1.24411582947,36.814262867,106
10107110,-1.24440014362,36.8145632744,107
10107110,-1.244694,36.814831,108
10107110,-1.24687850475,36.8156951666,109
10107110,-1.24728620052,36.8158346415,110
10107110,-1.24775826931,36.8160170317,111
10107110,-1.248169,36.816372,112
10107110,-1.248375,36.816597,113
10107110,-1.248528,36.816906,114
10107110,-1.248674,36.817688,115
10107110,-1.248972,36.818714,116
10107110,-1.249244,36.820068,117
10107110,-1.249537,36.820942,118
10107110,-1.249594,36.821064,119
10107110,-1.249762,36.821201,120
10107110,-1.249963,36.82122,121
10107110,-1.250178,36.82103,122
10107110,-1.25044584274,36.8198633194,123
10107110,-1.250554,36.819576,124
10107110,-1.25146,36.817795,125
10107110,-1.25165,36.817657,126
10107110,-1.251968,36.817738,127
10107110,-1.252072,36.817871,128
10107110,-1.252111,36.818111,129
10107110,-1.252052,36.819401,130
10107110,-1.25213,36.819859,131
10107110,-1.252546,36.820366,132
10107110,-1.253137,36.821369,133
10107110,-1.254578,36.823364,134
10107110,-1.254792,36.823769,135
10107110,-1.25514,36.824978,136
10107110,-1.255549,36.82568,137
10107110,-1.255678,36.825836,138
10107110,-1.256637,36.826275,139
10107110,-1.25789701939,36.826992631,140
10107110,-1.258125,36.827118,141
10107110,-1.258286,36.827156,142
10107110,-1.258543,36.827106,143
10107110,-1.25943124294,36.8267458677,144
10107110,-1.2610834837,36.8260163069,145
10107110,-1.26318097115,36.8250828981,146
10107110,-1.26418948174,36.8246430159,147
10107110,-1.265142,36.824142,148
10107110,-1.26645863056,36.8232429028,149
10107110,-1.267004,36.82283,150
10107110,-1.26716,36.822674,151
10107110,-1.268097,36.821331,152
10107110,-1.268097,36.821331,153
10107110,-1.268829703,36.82070017,154
10107110,-1.269473433,36.82053924,155
10107110,-1.27003133297,36.8205446005,156
10107110,-1.27042293549,36.8205499649,157
10107110,-1.27058923244,36.8206679821,158
10107110,-1.270766258,36.82099521,159
10107110,-1.271077394,36.82146192,160
10107110,-1.27139925957,36.821821332,161
10107110,-1.27154946327,36.8219769001,162
10107110,-1.27221465111,36.8223845959,163
10107110,-1.272643805,36.82266355,164
10107110,-1.273416281,36.82310343,165
10107110,-1.27382397652,36.8234413862,166
10107110,-1.27401709557,36.8235808611,167
10107110,-1.27410292625,36.8234574795,168
10107110,-1.27412438393,36.8233770132,169
10107110,-1.27409219742,36.8232750893,170
10107110,-1.27396345139,36.8232536316,171
10107110,-1.27385616302,36.8231517076,172
10107110,-1.27364695072,36.8224221468,173
10107110,-1.273351908,36.82203591,174
10107110,-1.272933483,36.82152629,175
10107110,-1.272563338,36.82103813,176
10107110,-1.27279400826,36.8208664656,177
10107110,-1.273581237,36.82027638,178
10107110,-1.274349689,36.81972921,179
10107110,-1.273995638,36.81901038,180
10107110,-1.27466619,36.81854367,181
10107110,-1.275036335,36.8182379,182
10107110,-1.275781989,36.81903183,183
10107110,-1.276581287,36.8198204,184
10107110,-1.277117729,36.82052314,185
10107110,-1.277267933,36.820786,186
10107110,-1.277418137,36.82104886,187
10107110,-1.277562976,36.82138681,188
10107110,-1.277815104,36.82181597,189
10107110,-1.278061867,36.82191789,190
10107110,-1.278394461,36.82206273,191
10107110,-1.278668046,36.82208955,192
10107110,-1.278936267,36.82200909,193
10107110,-1.279343963,36.82173014,194
10107110,-1.27946198,36.8215692,195
10107110,-1.279585361,36.82142437,196
10107110,-1.27992332,36.82144046,197
10107110,-1.280379295,36.82172477,198
10107110,-1.281037,36.822353,199
10107110,-1.281037,36.822353,200
10107110,-1.281019,36.822552,201
10107110,-1.281116,36.82275,202
10107110,-1.281378,36.822975,203
10107110,-1.281587,36.822884,204
10107110,-1.2818,36.822948,205
10107110,-1.28318488598,36.8246108294,206
10107110,-1.28298103809,36.8247503042,207
10107111,-1.28304004669,36.8247771263,1
10107111,-1.28156483173,36.8258339167,2
10107111,-1.281393,36.825615,3
10107111,-1.281378,36.822975,4
10107111,-1.281378,36.822975,5
10107111,-1.281539,36.822926,6
10107111,-1.281658,36.822796,7
10107111,-1.281648,36.822674,8
10107111,-1.281553,36.822525,9
10107111,-1.281392,36.822384,10
10107111,-1.281093,36.822308,11
10107111,-1.280954,36.822201,12
10107111,-1.280192,36.821381,13
10107111,-1.279736,36.82119,14
10107111,-1.279077,36.821167,15
10107111,-1.27801,36.821224,16
10107111,-1.277516,36.821388,17
10107111,-1.277327,36.821545,18
10107111,-1.276722,36.822529,19
10107111,-1.276513,36.822735,20
10107111,-1.27583026886,36.8230122328,21
10107111,-1.275368,36.823215,22
10107111,-1.275368,36.823215,23
10107111,-1.274368,36.823322,24
10107111,-1.27400636673,36.8233019114,25
10107111,-1.27363622189,36.8231356144,26
10107111,-1.27335727215,36.8229585886,27
10107111,-1.271641,36.821972,28
10107111,-1.27058923244,36.8205875158,29
10107111,-1.27040684223,36.8204641342,30
10107111,-1.270312,36.820465,31
10107111,-1.26959681511,36.8204265833,32
10107111,-1.268903,36.820465,33
10107111,-1.268554,36.820663,34
10107111,-1.268265,36.820934,35
10107111,-1.26800358295,36.8212580681,36
10107111,-1.26739740372,36.8222397566,37
10107111,-1.267112,36.822647,38
10107111,-1.266643,36.823093,39
10107111,-1.26631379128,36.8233180046,40
10107111,-1.265142,36.824142,41
10107111,-1.26467227936,36.824337244,42
10107111,-1.26057386398,36.8261557817,43
10107111,-1.258543,36.827106,44
10107111,-1.258286,36.827156,45
10107111,-1.258125,36.827118,46
10107111,-1.25778436661,36.8269282579,47
10107111,-1.256637,36.826275,48
10107111,-1.255678,36.825836,49
10107111,-1.255549,36.82568,50
10107111,-1.25514,36.824978,51
10107111,-1.254792,36.823769,52
10107111,-1.254578,36.823364,53
10107111,-1.253137,36.821369,54
10107111,-1.252546,36.820366,55
10107111,-1.25213,36.819859,56
10107111,-1.252052,36.819401,57
10107111,-1.2521892786,36.8183022738,58
10107111,-1.25216245651,36.8178623915,59
10107111,-1.2520980835,36.8177175522,60
10107111,-1.25199615955,36.8175673485,61
10107111,-1.25187814236,36.817497611,62
10107111,-1.25179231167,36.8174546957,63
10107111,-1.25169575214,36.8174761534,64
10107111,-1.25164210796,36.817470789,65
10107111,-1.25158309937,36.8175029755,66
10107111,-1.25154554844,36.8176263571,67
10107111,-1.25146,36.817795,68
10107111,-1.250554,36.819576,69
10107111,-1.25025808811,36.8207913637,70
10107111,-1.250178,36.82103,71
10107111,-1.249963,36.82122,72
10107111,-1.249762,36.821201,73
10107111,-1.249594,36.821064,74
10107111,-1.249537,36.820942,75
10107111,-1.249244,36.820068,76
10107111,-1.248972,36.818714,77
10107111,-1.248674,36.817688,78
10107111,-1.24860048294,36.816880703,79
10107111,-1.24843418598,36.8165749311,80
10107111,-1.24825179577,36.8163281679,81
10107111,-1.24791383743,36.8160814047,82
10107111,-1.24758660793,36.8159043789,83
10107111,-1.24699115753,36.8156415224,84
10107111,-1.2450760603,36.8149977922,85
10107111,-1.24473810196,36.8148314953,86
10107111,-1.24439477921,36.8145418167,87
10107111,-1.24411582947,36.8142682314,88
10107111,-1.243825,36.814056,89
10107111,-1.243693,36.813995,90
10107111,-1.241228,36.813534,91
10107111,-1.24091,36.8134,92
10107111,-1.240624,36.81321,93
10107111,-1.23982965946,36.8122458458,94
10107111,-1.2386494875,36.8106901646,95
10107111,-1.237996,36.809872,96
10107111,-1.237727,36.809437,97
10107111,-1.23516261578,36.8043547869,98
10107111,-1.23487830162,36.8037325144,99
10107111,-1.23472809792,36.8034106493,100
10107111,-1.23464763165,36.803432107,101
10107111,-1.23452425003,36.8035018444,102
10107111,-1.23417556286,36.8033891916,103
10107111,-1.23327434063,36.8031209707,104
10107111,-1.23298466206,36.8030405045,105
10107111,-1.23271107674,36.8030405045,106
10107111,-1.232281,36.80315,107
10107111,-1.23181521893,36.8032336235,108
10107111,-1.22877895832,36.8044298887,109
10107111,-1.2279099226,36.8047678471,110
10107111,-1.227588,36.804913,111
10107111,-1.227154,36.805038,112
10107111,-1.226551,36.805061,113
10107111,-1.22453,36.804359,114
10107111,-1.224088,36.804077,115
10107111,-1.223886,36.803879,116
10107111,-1.223314,36.80283,117
10107111,-1.222731,36.80196,118
10107111,-1.22236311436,36.8015921116,119
10107111,-1.22194468975,36.8014150858,120
10107111,-1.22151017189,36.8013721704,121
10107111,-1.22111320496,36.8013989925,122
10107111,-1.22079670429,36.8014580011,123
10107111,-1.219837,36.801765,124
10107111,-1.219152,36.801842,125
10107111,-1.21854364872,36.8017208576,126
10107111,-1.218127,36.801529,127
10107111,-1.217776,36.801266,128
10107111,-1.21748,36.800919,129
10107111,-1.21714353561,36.8004494905,130
10107111,-1.21643006802,36.7993068695,131
10107111,-1.21589,36.798466,132
10107111,-1.215781,36.798241,133
10107111,-1.215298,36.796627,134
10107111,-1.214238,36.794483,135
10107111,-1.213387,36.793091,136
10107111,-1.212546,36.791901,137
10107111,-1.212167,36.79147,138
10107111,-1.21110320091,36.7902839184,139
10107111,-1.20908617973,36.788213253,140
10107111,-1.207584,36.786648,141
10107111,-1.20712816715,36.7858958244,142
10107111,-1.207086,36.785824,143
10107111,-1.206842,36.785088,144
10107111,-1.206773,36.784698,145
10107111,-1.20672047138,36.7838358879,146
10107111,-1.206691,36.783249,147
10107111,-1.20663464069,36.7824786901,148
10107111,-1.20647907257,36.7817598581,149
10107111,-1.206189394,36.7805528641,150
10107111,-1.20576024055,36.7793297768,151
10107111,-1.20521306992,36.7775380611,152
10107111,-1.20491266251,36.7765939236,153
10107111,-1.20430111885,36.7743945122,154
10107111,-1.20366275311,36.7721843719,155
10107111,-1.20319604874,36.7704570293,156
10107111,-1.20201051235,36.7661976814,157
10107111,-1.2012219429,36.7634993792,158
10107111,-1.20036900043,36.7605650425,159
10107111,-1.19957506657,36.7579525709,160
10107111,-1.199015,36.756916,161
10107111,-1.19857192039,36.7562144995,162
